t (s),Vnoisy raw(cm/s)
5.551,46.88408451
5.552,46.88564208
5.553,48.88719887
5.554,47.88875488
5.555,47.89031012
5.556,47.89186457
5.557,47.89341825
5.558,46.89497115
5.559,48.89652328
5.56,46.89807463
5.561,49.89962521
5.562,46.90117501
5.563,46.90272403
5.564,46.90427228
5.565,46.90581976
5.566,46.90736646
5.567,46.90891239
5.568,46.91045755
5.569,48.91200194
5.57,46.91354555
5.571,47.91508839
5.572,48.91663046
5.573,48.91817176
5.574,46.91971229
5.575,46.92125205
5.576,46.92279104
5.577,46.92432926
5.578,46.92586671
5.579,46.92740339
5.58,49.9289393
5.581,47.93047445
5.582,47.93200883
5.583,48.93354244
5.584,46.93507529
5.585,47.93660737
5.586,47.93813868
5.587,46.93966923
5.588,46.94119901
5.589,46.94272803
5.59,46.94425628
5.591,46.94578377
5.592,46.9473105
5.593,48.94883646
5.594,47.95036166
5.595,49.9518861
5.596,47.95340978
5.597,48.95493269
5.598,48.95645484
5.599,46.95797624
5.6,49.95949687
5.601,47.96101674
5.602,48.96253585
5.603,46.9640542
5.604,49.9655718
5.605,46.96708863
5.606,47.96860471
5.607,46.97012003
5.608,48.97163459
5.609,46.97314839
5.61,46.97466144
5.611,47.97617373
5.612,49.97768527
5.613,47.97919605
5.614,46.98070607
5.615,46.98221534
5.616,49.98372386
5.617,46.98523162
5.618,49.98673863
5.619,46.98824488
5.62,46.98975038
5.621,46.99125513
5.622,46.99275913
5.623,46.99426237
5.624,49.99576486
5.625,46.99726661
5.626,46.9987676
5.627,47.00026784
5.628,49.00176733
5.629,48.00326607
5.63,47.00476406
5.631,50.00626131
5.632,50.0077578
5.633,47.00925355
5.634,47.01074855
5.635,47.0122428
5.636,49.01373631
5.637,47.01522906
5.638,47.01672108
5.639,48.01821234
5.64,47.01970286
5.641,47.02119264
5.642,47.02268167
5.643,48.02416996
5.644,47.0256575
5.645,47.0271443
5.646,47.02863036
5.647,48.03011567
5.648,50.03160024
5.649,47.03308407
5.65,47.03456716
5.651,47.0360495
5.652,47.03753111
5.653,47.03901197
5.654,47.0404921
5.655,47.04197148
5.656,47.04345013
5.657,47.04492803
5.658,48.0464052
5.659,47.04788163
5.66,47.04935732
5.661,47.05083227
5.662,47.05230648
5.663,47.05377996
5.664,49.0552527
5.665,47.05672471
5.666,47.05819598
5.667,49.05966651
5.668,47.06113631
5.669,47.06260538
5.67,47.06407371
5.671,47.0655413
5.672,47.06700817
5.673,47.0684743
5.674,47.06993969
5.675,49.07140436
5.676,47.07286829
5.677,49.07433149
5.678,47.07579396
5.679,47.07725569
5.68,50.0787167
5.681,48.08017698
5.682,47.08163652
5.683,49.08309534
5.684,48.08455343
5.685,47.08601079
5.686,47.08746742
5.687,49.08892332
5.688,47.0903785
5.689,49.09183294
5.69,48.09328666
5.691,49.09473966
5.692,47.09619192
5.693,47.09764346
5.694,47.09909428
5.695,47.10054437
5.696,47.10199374
5.697,48.10344238
5.698,47.10489029
5.699,47.10633749
5.7,47.10778396
5.701,48.1092297
5.702,50.11067473
5.703,48.11211903
5.704,50.11356261
5.705,49.11500547
5.706,50.1164476
5.707,47.11788902
5.708,48.11932971
5.709,47.12076969
5.71,47.12220894
5.711,49.12364748
5.712,50.1250853
5.713,47.12652239
5.714,47.12795877
5.715,47.12939444
5.716,47.13082938
5.717,47.13226361
5.718,47.13369712
5.719,47.13512991
5.72,48.13656199
5.721,47.13799335
5.722,47.13942399
5.723,47.14085392
5.724,50.14228314
5.725,47.14371164
5.726,50.14513943
5.727,50.1465665
5.728,47.14799286
5.729,50.14941851
5.73,47.15084344
5.731,47.15226767
5.732,49.15369118
5.733,48.15511397
5.734,47.15653606
5.735,47.15795744
5.736,47.1593781
5.737,48.16079806
5.738,47.16221731
5.739,47.16363584
5.74,47.16505367
5.741,47.16647079
5.742,50.1678872
5.743,47.1693029
5.744,47.1707179
5.745,49.17213219
5.746,47.17354577
5.747,47.17495864
5.748,47.17637081
5.749,47.17778227
5.75,50.17919302
5.751,50.18060308
5.752,48.18201242
5.753,47.18342106
5.754,47.184829
5.755,47.18623623
5.756,49.18764276
5.757,49.18904859
5.758,47.19045372
5.759,47.19185814
5.76,49.19326186
5.761,48.19466488
5.762,47.19606719
5.763,49.19746881
5.764,47.19886972
5.765,49.20026994
5.766,47.20166946
5.767,47.20306827
5.768,47.20446639
5.769,47.2058638
5.77,48.20726052
5.771,49.20865654
5.772,47.21005187
5.773,47.21144649
5.774,48.21284042
5.775,48.21423365
5.776,48.21562619
5.777,50.21701803
5.778,47.21840917
5.779,48.21979962
5.78,49.22118937
5.781,47.22257843
5.782,47.22396679
5.783,49.22535446
5.784,47.22674144
5.785,50.22812772
5.786,47.22951331
5.787,50.23089821
5.788,48.23228241
5.789,47.23366592
5.79,47.23504875
5.791,47.23643088
5.792,50.23781231
5.793,47.23919306
5.794,47.24057312
5.795,47.24195249
5.796,48.24333117
5.797,47.24470916
5.798,48.24608646
5.799,47.24746307
5.8,47.248839
5.801,48.25021423
5.802,47.25158878
5.803,49.25296265
5.804,50.25433582
5.805,50.25570831
5.806,47.25708011
5.807,47.25845123
5.808,49.25982166
5.809,49.26119141
5.81,47.26256047
5.811,47.26392885
5.812,47.26529654
5.813,47.26666355
5.814,47.26802988
5.815,50.26939552
5.816,47.27076048
5.817,47.27212476
5.818,48.27348836
5.819,47.27485127
5.82,47.27621351
5.821,47.27757506
5.822,47.27893593
5.823,50.28029612
5.824,47.28165564
5.825,47.28301447
5.826,49.28437262
5.827,47.2857301
5.828,48.28708689
5.829,47.28844301
5.83,47.28979845
5.831,47.29115321
5.832,47.2925073
5.833,48.2938607
5.834,47.29521343
5.835,50.29656549
5.836,48.29791687
5.837,47.29926757
5.838,48.3006176
5.839,47.30196696
5.84,48.30331563
5.841,49.30466364
5.842,50.30601097
5.843,47.30735763
5.844,47.30870361
5.845,48.31004893
5.846,47.31139357
5.847,47.31273753
5.848,47.31408083
5.849,47.31542345
5.85,47.3167654
5.851,50.31810669
5.852,47.3194473
5.853,48.32078724
5.854,47.32212651
5.855,47.32346511
5.856,47.32480305
5.857,47.32614031
5.858,47.32747691
5.859,48.32881283
5.86,47.33014809
5.861,47.33148269
5.862,47.33281661
5.863,49.33414987
5.864,47.33548246
5.865,48.33681439
5.866,50.33814565
5.867,48.33947624
5.868,47.34080617
5.869,47.34213543
5.87,49.34346403
5.871,47.34479197
5.872,47.34611924
5.873,47.34744585
5.874,47.3487718
5.875,47.35009708
5.876,47.3514217
5.877,47.35274566
5.878,50.35406895
5.879,47.35539159
5.88,47.35671356
5.881,47.35803488
5.882,49.35935553
5.883,47.36067552
5.884,50.36199485
5.885,47.36331353
5.886,47.36463154
5.887,47.36594889
5.888,47.36726559
5.889,47.36858163
5.89,50.36989701
5.891,48.37121173
5.892,47.3725258
5.893,47.37383921
5.894,50.37515196
5.895,47.37646405
5.896,50.37777549
5.897,47.37908628
5.898,47.38039641
5.899,47.38170588
5.9,49.3830147
5.901,50.38432287
5.902,47.38563038
5.903,47.38693724
5.904,49.38824344
5.905,50.38954899
5.906,47.39085389
5.907,47.39215814
5.908,47.39346174
5.909,47.39476468
5.91,48.39606697
5.911,47.39736861
5.912,47.3986696
5.913,47.39996994
5.914,47.40126963
5.915,50.40256867
5.916,49.40386706
5.917,47.40516481
5.918,49.4064619
5.919,47.40775834
5.92,47.40905414
5.921,49.41034929
5.922,47.41164379
5.923,48.41293765
5.924,47.41423085
5.925,47.41552342
5.926,47.41681533
5.927,49.4181066
5.928,47.41939722
5.929,50.4206872
5.93,47.42197654
5.931,47.42326523
5.932,47.42455327
5.933,50.42584067
5.934,47.42712743
5.935,47.42841355
5.936,50.42969902
5.937,49.43098385
5.938,47.43226803
5.939,49.43355158
5.94,47.43483448
5.941,49.43611675
5.942,48.43739837
5.943,47.43867935
5.944,47.43995969
5.945,47.44123939
5.946,47.44251845
5.947,47.44379687
5.948,47.44507465
5.949,47.44635179
5.95,48.4476283
5.951,47.44890417
5.952,47.4501794
5.953,47.45145399
5.954,49.45272794
5.955,49.45400126
5.956,48.45527394
5.957,47.45654599
5.958,47.45781739
5.959,49.45908817
5.96,47.46035831
5.961,47.46162781
5.962,47.46289668
5.963,48.46416491
5.964,47.46543251
5.965,49.46669948
5.966,49.46796581
5.967,47.46923152
5.968,47.47049658
5.969,47.47176102
5.97,47.47302482
5.971,47.47428799
5.972,50.47555053
5.973,50.47681244
5.974,50.47807372
5.975,47.47933437
5.976,47.48059439
5.977,47.48185378
5.978,47.48311253
5.979,47.48437066
5.98,48.48562816
5.981,47.48688504
5.982,47.48814128
5.983,47.48939689
5.984,47.49065188
5.985,47.49190624
5.986,47.49315998
5.987,48.49441308
5.988,49.49566556
5.989,49.49691742
5.99,47.49816865
5.991,47.49941925
5.992,47.50066923
5.993,47.50191858
5.994,47.50316731
5.995,50.50441541
5.996,47.50566289
5.997,47.50690975
5.998,47.50815598
5.999,47.50940159
6,47.51064658
6.001,47.51189095
6.002,50.51313469
6.003,49.51437781
6.004,50.51562031
6.005,48.51686219
6.006,47.51810345
6.007,47.51934409
6.008,48.52058411
6.009,49.52182351
6.01,50.52306228
6.011,47.52430044
6.012,50.52553798
6.013,49.5267749
6.014,48.52801121
6.015,47.52924689
6.016,47.53048196
6.017,50.53171641
6.018,47.53295025
6.019,47.53418346
6.02,47.53541606
6.021,47.53664805
6.022,47.53787941
6.023,47.53911017
6.024,50.5403403
6.025,47.54156983
6.026,47.54279873
6.027,47.54402703
6.028,50.54525471
6.029,47.54648177
6.03,49.54770823
6.031,49.54893407
6.032,50.55015929
6.033,47.55138391
6.034,47.55260791
6.035,47.5538313
6.036,47.55505408
6.037,50.55627624
6.038,47.5574978
6.039,47.55871875
6.04,50.55993908
6.041,50.56115881
6.042,47.56237792
6.043,47.56359643
6.044,47.56481433
6.045,47.56603162
6.046,47.5672483
6.047,49.56846437
6.048,47.56967983
6.049,47.57089469
6.05,48.57210894
6.051,47.57332258
6.052,49.57453561
6.053,47.57574804
6.054,50.57695987
6.055,47.57817108
6.056,49.5793817
6.057,47.5805917
6.058,47.5818011
6.059,47.5830099
6.06,47.58421809
6.061,47.58542568
6.062,47.58663267
6.063,47.58783905
6.064,47.58904483
6.065,47.59025001
6.066,50.59145458
6.067,47.59265855
6.068,47.59386192
6.069,47.59506469
6.07,47.59626686
6.071,50.59746842
6.072,47.59866939
6.073,50.59986975
6.074,47.60106952
6.075,49.60226868
6.076,48.60346725
6.077,50.60466522
6.078,47.60586258
6.079,49.60705935
6.08,47.60825553
6.081,47.6094511
6.082,47.61064607
6.083,47.61184045
6.084,47.61303423
6.085,48.61422742
6.086,48.61542001
6.087,47.616612
6.088,47.61780339
6.089,47.6189942
6.09,47.6201844
6.091,50.62137401
6.092,47.62256303
6.093,49.62375145
6.094,47.62493928
6.095,48.62612651
6.096,47.62731315
6.097,48.6284992
6.098,47.62968465
6.099,47.63086951
6.1,48.63205378
6.101,47.63323746
6.102,47.63442054
6.103,47.63560304
6.104,47.63678494
6.105,47.63796625
6.106,47.63914697
6.107,49.64032711
6.108,47.64150665
6.109,47.6426856
6.11,49.64386396
6.111,47.64504174
6.112,47.64621892
6.113,47.64739552
6.114,49.64857152
6.115,47.64974694
6.116,50.65092178
6.117,49.65209602
6.118,50.65326968
6.119,50.65444275
6.12,47.65561524
6.121,47.65678714
6.122,50.65795845
6.123,47.65912918
6.124,47.66029932
6.125,47.66146888
6.126,48.66263785
6.127,47.66380624
6.128,47.66497405
6.129,47.66614127
6.13,47.66730791
6.131,47.66847396
6.132,47.66963943
6.133,47.67080432
6.134,47.67196863
6.135,49.67313235
6.136,50.6742955
6.137,47.67545806
6.138,49.67662004
6.139,47.67778144
6.14,47.67894226
6.141,47.6801025
6.142,47.68126215
6.143,47.68242123
6.144,47.68357973
6.145,47.68473765
6.146,47.685895
6.147,47.68705176
6.148,48.68820794
6.149,47.68936355
6.15,48.69051858
6.151,47.69167303
6.152,47.69282691
6.153,47.69398021
6.154,47.69513293
6.155,50.69628507
6.156,47.69743664
6.157,47.69858764
6.158,47.69973806
6.159,49.7008879
6.16,48.70203717
6.161,47.70318586
6.162,47.70433398
6.163,47.70548153
6.164,47.7066285
6.165,50.7077749
6.166,48.70892073
6.167,49.71006598
6.168,47.71121066
6.169,49.71235477
6.17,47.7134983
6.171,47.71464127
6.172,47.71578366
6.173,47.71692549
6.174,48.71806674
6.175,50.71920742
6.176,47.72034753
6.177,47.72148707
6.178,47.72262604
6.179,47.72376445
6.18,48.72490228
6.181,47.72603954
6.182,47.72717624
6.183,48.72831237
6.184,47.72944793
6.185,47.73058292
6.186,47.73171735
6.187,47.7328512
6.188,47.73398449
6.189,47.73511722
6.19,50.73624938
6.191,47.73738097
6.192,48.738512
6.193,47.73964246
6.194,47.74077235
6.195,47.74190169
6.196,47.74303045
6.197,47.74415865
6.198,47.74528629
6.199,49.74641337
6.2,50.74753988
6.201,47.74866583
6.202,47.74979121
6.203,50.75091604
6.204,47.7520403
6.205,47.753164
6.206,47.75428713
6.207,47.75540971
6.208,47.75653173
6.209,47.75765318
6.21,47.75877407
6.211,49.7598944
6.212,47.76101418
6.213,48.76213339
6.214,47.76325204
6.215,47.76437014
6.216,47.76548767
6.217,47.76660465
6.218,50.76772107
6.219,47.76883693
6.22,49.76995223
6.221,49.77106698
6.222,47.77218117
6.223,47.7732948
6.224,47.77440787
6.225,47.77552039
6.226,47.77663235
6.227,47.77774376
6.228,47.77885461
6.229,48.7799649
6.23,49.78107464
6.231,48.78218383
6.232,47.78329246
6.233,50.78440054
6.234,47.78550806
6.235,50.78661503
6.236,47.78772144
6.237,47.78882731
6.238,47.78993262
6.239,47.79103737
6.24,47.79214158
6.241,47.79324523
6.242,47.79434833
6.243,47.79545088
6.244,49.79655288
6.245,47.79765433
6.246,47.79875523
6.247,47.79985558
6.248,47.80095537
6.249,47.80205462
6.25,47.80315332
6.251,47.80425147
6.252,50.80534907
6.253,47.80644612
6.254,47.80754262
6.255,48.80863858
6.256,47.80973398
6.257,47.81082884
6.258,48.81192315
6.259,47.81301692
6.26,47.81411014
6.261,47.81520281
6.262,50.81629493
6.263,47.81738651
6.264,50.81847755
6.265,49.81956804
6.266,47.82065798
6.267,47.82174738
6.268,47.82283623
6.269,47.82392454
6.27,47.82501231
6.271,47.82609953
6.272,47.82718621
6.273,49.82827234
6.274,47.82935794
6.275,47.83044299
6.276,47.83152749
6.277,47.83261146
6.278,50.83369488
6.279,47.83477776
6.28,48.8358601
6.281,48.8369419
6.282,48.83802316
6.283,47.83910388
6.284,47.84018406
6.285,50.8412637
6.286,47.8423428
6.287,48.84342135
6.288,47.84449937
6.289,50.84557686
6.29,47.8466538
6.291,49.8477302
6.292,47.84880607
6.293,47.8498814
6.294,47.85095619
6.295,47.85203044
6.296,49.85310416
6.297,50.85417734
6.298,47.85524998
6.299,48.85632209
6.3,47.85739366
6.301,50.85846469
6.302,47.85953519
6.303,47.86060516
6.304,49.86167459
6.305,47.86274348
6.306,47.86381184
6.307,47.86487967
6.308,47.86594696
6.309,47.86701372
6.31,47.86807995
6.311,48.86914564
6.312,47.8702108
6.313,47.87127543
6.314,50.87233953
6.315,47.87340309
6.316,47.87446613
6.317,47.87552863
6.318,47.8765906
6.319,50.87765204
6.32,49.87871295
6.321,47.87977332
6.322,48.88083317
6.323,47.88189249
6.324,47.88295128
6.325,48.88400954
6.326,47.88506727
6.327,49.88612447
6.328,47.88718115
6.329,50.88823729
6.33,47.88929291
6.331,50.890348
6.332,48.89140256
6.333,47.8924566
6.334,47.8935101
6.335,47.89456309
6.336,47.89561554
6.337,47.89666747
6.338,48.89771887
6.339,47.89876975
6.34,47.8998201
6.341,47.90086993
6.342,50.90191923
6.343,47.90296801
6.344,49.90401627
6.345,50.905064
6.346,47.9061112
6.347,47.90715789
6.348,47.90820405
6.349,47.90924968
6.35,47.9102948
6.351,47.91133939
6.352,47.91238346
6.353,48.913427
6.354,47.91447003
6.355,48.91551253
6.356,47.91655452
6.357,47.91759598
6.358,50.91863692
6.359,47.91967734
6.36,47.92071724
6.361,50.92175663
6.362,47.92279549
6.363,47.92383383
6.364,49.92487165
6.365,47.92590896
6.366,47.92694574
6.367,47.92798201
6.368,47.92901776
6.369,47.930053
6.37,47.93108771
6.371,49.93212191
6.372,47.93315559
6.373,49.93418875
6.374,47.9352214
6.375,47.93625353
6.376,47.93728515
6.377,50.93831625
6.378,47.93934683
6.379,47.9403769
6.38,47.94140645
6.381,47.94243549
6.382,48.94346402
6.383,47.94449203
6.384,47.94551953
6.385,47.94654651
6.386,47.94757298
6.387,48.94859894
6.388,47.94962438
6.389,49.95064931
6.39,49.95167373
6.391,47.95269764
6.392,47.95372103
6.393,47.95474392
6.394,49.95576629
6.395,47.95678815
6.396,47.9578095
6.397,47.95883034
6.398,50.95985067
6.399,49.96087049
6.4,49.9618898
6.401,48.9629086
6.402,47.96392689
6.403,48.96494467
6.404,47.96596195
6.405,50.96697871
6.406,47.96799497
6.407,47.96901072
6.408,49.97002596
6.409,47.97104069
6.41,48.97205492
6.411,47.97306864
6.412,47.97408185
6.413,47.97509456
6.414,47.97610676
6.415,48.97711845
6.416,47.97812964
6.417,47.97914032
6.418,49.9801505
6.419,47.98116017
6.42,47.98216934
6.421,47.983178
6.422,49.98418616
6.423,47.98519381
6.424,48.98620096
6.425,47.98720761
6.426,48.98821376
6.427,49.9892194
6.428,50.99022454
6.429,47.99122917
6.43,47.99223331
6.431,47.99323694
6.432,47.99424007
6.433,47.9952427
6.434,50.99624483
6.435,48.99724646
6.436,48.99824758
6.437,47.99924821
6.438,49.00024833
6.439,48.00124796
6.44,48.00224709
6.441,48.00324571
6.442,48.00424384
6.443,48.00524147
6.444,48.0062386
6.445,48.00723523
6.446,48.00823136
6.447,48.009227
6.448,48.01022214
6.449,48.01121678
6.45,48.01221092
6.451,51.01320457
6.452,48.01419772
6.453,48.01519037
6.454,48.01618253
6.455,49.01717419
6.456,50.01816535
6.457,48.01915602
6.458,49.0201462
6.459,48.02113588
6.46,48.02212506
6.461,49.02311375
6.462,48.02410195
6.463,48.02508965
6.464,51.02607686
6.465,48.02706357
6.466,48.02804979
6.467,50.02903552
6.468,50.03002076
6.469,49.0310055
6.47,49.03198975
6.471,50.03297351
6.472,48.03395678
6.473,48.03493956
6.474,49.03592184
6.475,51.03690363
6.476,50.03788494
6.477,48.03886575
6.478,51.03984607
6.479,49.0408259
6.48,51.04180525
6.481,48.0427841
6.482,50.04376246
6.483,49.04474034
6.484,49.04571772
6.485,51.04669462
6.486,48.04767103
6.487,51.04864695
6.488,48.04962238
6.489,51.05059732
6.49,51.05157178
6.491,50.05254575
6.492,50.05351924
6.493,48.05449223
6.494,48.05546474
6.495,48.05643677
6.496,50.05740831
6.497,48.05837936
6.498,51.05934993
6.499,48.06032001
6.5,48.06128961
6.501,48.06225872
6.502,49.06322735
6.503,51.06419549
6.504,51.06516315
6.505,48.06613033
6.506,51.06709702
6.507,48.06806323
6.508,48.06902896
6.509,48.06999421
6.51,48.07095897
6.511,48.07192325
6.512,48.07288704
6.513,48.07385036
6.514,50.07481319
6.515,49.07577555
6.516,50.07673742
6.517,48.07769881
6.518,49.07865972
6.519,48.07962015
6.52,50.0805801
6.521,50.08153957
6.522,48.08249856
6.523,48.08345707
6.524,48.0844151
6.525,48.08537266
6.526,48.08632973
6.527,50.08728633
6.528,50.08824244
6.529,51.08919808
6.53,48.09015325
6.531,48.09110793
6.532,48.09206214
6.533,49.09301587
6.534,48.09396912
6.535,48.0949219
6.536,49.0958742
6.537,48.09682603
6.538,48.09777737
6.539,48.09872825
6.54,49.09967865
6.541,50.10062857
6.542,49.10157802
6.543,49.10252699
6.544,50.10347549
6.545,50.10442352
6.546,48.10537107
6.547,48.10631815
6.548,48.10726475
6.549,48.10821088
6.55,48.10915654
6.551,48.11010172
6.552,48.11104644
6.553,48.11199068
6.554,48.11293445
6.555,48.11387774
6.556,50.11482057
6.557,48.11576292
6.558,48.11670481
6.559,48.11764622
6.56,51.11858716
6.561,51.11952763
6.562,48.12046763
6.563,49.12140716
6.564,48.12234623
6.565,50.12328482
6.566,48.12422294
6.567,48.12516059
6.568,50.12609778
6.569,49.1270345
6.57,49.12797075
6.571,48.12890653
6.572,48.12984184
6.573,48.13077668
6.574,49.13171106
6.575,48.13264497
6.576,48.13357842
6.577,48.13451139
6.578,51.13544391
6.579,48.13637595
6.58,50.13730753
6.581,51.13823864
6.582,48.13916929
6.583,48.14009947
6.584,48.14102919
6.585,50.14195845
6.586,48.14288723
6.587,51.14381556
6.588,48.14474342
6.589,48.14567081
6.59,49.14659775
6.591,48.14752422
6.592,48.14845022
6.593,51.14937577
6.594,48.15030085
6.595,48.15122547
6.596,49.15214962
6.597,48.15307332
6.598,48.15399655
6.599,49.15491932
6.6,49.15584163
6.601,48.15676348
6.602,48.15768487
6.603,49.15860579
6.604,49.15952626
6.605,51.16044627
6.606,51.16136581
6.607,48.1622849
6.608,50.16320353
6.609,48.1641217
6.61,48.16503941
6.611,48.16595666
6.612,48.16687345
6.613,50.16778979
6.614,48.16870566
6.615,51.16962108
6.616,51.17053604
6.617,48.17145054
6.618,48.17236459
6.619,48.17327818
6.62,51.17419131
6.621,48.17510399
6.622,48.17601621
6.623,48.17692797
6.624,50.17783928
6.625,48.17875013
6.626,48.17966053
6.627,51.18057047
6.628,48.18147996
6.629,51.18238899
6.63,48.18329757
6.631,48.1842057
6.632,51.18511337
6.633,48.18602058
6.634,48.18692735
6.635,50.18783365
6.636,48.18873951
6.637,51.18964492
6.638,48.19054987
6.639,48.19145437
6.64,48.19235841
6.641,48.19326201
6.642,48.19416515
6.643,49.19506784
6.644,48.19597008
6.645,48.19687187
6.646,48.19777321
6.647,48.1986741
6.648,51.19957454
6.649,50.20047452
6.65,48.20137406
6.651,48.20227315
6.652,48.20317179
6.653,48.20406998
6.654,51.20496772
6.655,48.20586501
6.656,48.20676185
6.657,50.20765825
6.658,51.2085542
6.659,48.2094497
6.66,51.21034475
6.661,49.21123935
6.662,48.21213351
6.663,48.21302722
6.664,51.21392048
6.665,48.2148133
6.666,48.21570567
6.667,48.21659759
6.668,51.21748907
6.669,48.2183801
6.67,48.21927069
6.671,48.22016083
6.672,48.22105053
6.673,48.22193978
6.674,48.22282859
6.675,48.22371695
6.676,48.22460487
6.677,48.22549235
6.678,48.22637938
6.679,51.22726597
6.68,48.22815211
6.681,50.22903782
6.682,49.22992308
6.683,49.23080789
6.684,48.23169227
6.685,51.2325762
6.686,50.23345969
6.687,48.23434274
6.688,49.23522535
6.689,48.23610752
6.69,49.23698924
6.691,48.23787053
6.692,48.23875137
6.693,48.23963178
6.694,48.24051174
6.695,48.24139126
6.696,48.24227035
6.697,48.24314899
6.698,48.2440272
6.699,48.24490497
6.7,51.24578229
6.701,51.24665918
6.702,48.24753564
6.703,48.24841165
6.704,48.24928722
6.705,48.25016236
6.706,49.25103706
6.707,51.25191132
6.708,48.25278515
6.709,48.25365854
6.71,51.25453149
6.711,50.25540401
6.712,48.25627609
6.713,48.25714773
6.714,50.25801894
6.715,48.25888971
6.716,48.25976005
6.717,48.26062995
6.718,48.26149942
6.719,48.26236845
6.72,48.26323705
6.721,48.26410522
6.722,49.26497295
6.723,49.26584024
6.724,48.26670711
6.725,48.26757354
6.726,51.26843953
6.727,49.2693051
6.728,48.27017023
6.729,48.27103493
6.73,48.27189919
6.731,48.27276303
6.732,48.27362643
6.733,49.2744894
6.734,48.27535194
6.735,48.27621405
6.736,48.27707573
6.737,48.27793697
6.738,48.27879779
6.739,51.27965818
6.74,49.28051813
6.741,48.28137766
6.742,49.28223676
6.743,51.28309542
6.744,48.28395366
6.745,50.28481147
6.746,48.28566885
6.747,49.2865258
6.748,51.28738232
6.749,48.28823842
6.75,49.28909408
6.751,49.28994932
6.752,49.29080414
6.753,48.29165852
6.754,50.29251248
6.755,48.29336601
6.756,48.29421911
6.757,48.29507179
6.758,48.29592404
6.759,48.29677586
6.76,51.29762726
6.761,48.29847824
6.762,48.29932879
6.763,50.30017891
6.764,49.30102861
6.765,51.30187788
6.766,50.30272673
6.767,51.30357515
6.768,48.30442315
6.769,49.30527073
6.77,51.30611788
6.771,48.30696461
6.772,48.30781092
6.773,48.3086568
6.774,48.30950226
6.775,48.3103473
6.776,48.31119191
6.777,48.31203611
6.778,49.31287988
6.779,49.31372323
6.78,51.31456616
6.781,48.31540866
6.782,48.31625075
6.783,49.31709241
6.784,48.31793365
6.785,49.31877448
6.786,48.31961488
6.787,48.32045486
6.788,51.32129442
6.789,48.32213357
6.79,48.32297229
6.791,51.3238106
6.792,50.32464848
6.793,48.32548595
6.794,48.32632299
6.795,48.32715962
6.796,48.32799584
6.797,48.32883163
6.798,50.329667
6.799,48.33050196
6.8,49.3313365
6.801,48.33217063
6.802,48.33300433
6.803,48.33383762
6.804,48.33467049
6.805,48.33550295
6.806,50.33633499
6.807,48.33716662
6.808,48.33799782
6.809,48.33882862
6.81,50.339659
6.811,50.34048896
6.812,48.34131851
6.813,48.34214764
6.814,50.34297636
6.815,49.34380466
6.816,48.34463255
6.817,48.34546003
6.818,48.34628709
6.819,50.34711374
6.82,48.34793998
6.821,48.3487658
6.822,49.34959122
6.823,48.35041621
6.824,48.3512408
6.825,48.35206497
6.826,49.35288873
6.827,50.35371208
6.828,48.35453502
6.829,51.35535755
6.83,51.35617966
6.831,48.35700137
6.832,48.35782266
6.833,49.35864355
6.834,48.35946402
6.835,50.36028408
6.836,48.36110374
6.837,48.36192298
6.838,51.36274181
6.839,50.36356024
6.84,48.36437825
6.841,51.36519586
6.842,48.36601306
6.843,50.36682985
6.844,48.36764623
6.845,48.3684622
6.846,48.36927777
6.847,48.37009292
6.848,48.37090767
6.849,51.37172202
6.85,48.37253595
6.851,51.37334948
6.852,51.3741626
6.853,50.37497532
6.854,50.37578763
6.855,51.37659953
6.856,50.37741103
6.857,48.37822212
6.858,51.3790328
6.859,50.37984309
6.86,49.38065296
6.861,48.38146243
6.862,48.3822715
6.863,48.38308016
6.864,48.38388842
6.865,48.38469627
6.866,49.38550372
6.867,48.38631077
6.868,50.38711741
6.869,48.38792365
6.87,48.38872949
6.871,48.38953492
6.872,48.39033995
6.873,48.39114458
6.874,48.39194881
6.875,48.39275263
6.876,48.39355606
6.877,48.39435908
6.878,48.3951617
6.879,48.39596392
6.88,50.39676573
6.881,51.39756715
6.882,48.39836817
6.883,48.39916878
6.884,50.399969
6.885,48.40076881
6.886,48.40156823
6.887,51.40236725
6.888,50.40316586
6.889,48.40396408
6.89,48.4047619
6.891,49.40555932
6.892,48.40635634
6.893,50.40715296
6.894,48.40794919
6.895,51.40874501
6.896,48.40954044
6.897,48.41033547
6.898,48.41113011
6.899,51.41192434
6.9,48.41271818
6.901,48.41351162
6.902,50.41430467
6.903,48.41509732
6.904,49.41588957
6.905,48.41668143
6.906,50.41747289
6.907,48.41826396
6.908,48.41905463
6.909,51.4198449
6.91,48.42063478
6.911,48.42142427
6.912,49.42221336
6.913,50.42300205
6.914,50.42379036
6.915,49.42457826
6.916,49.42536578
6.917,48.4261529
6.918,48.42693962
6.919,48.42772596
6.92,48.4285119
6.921,48.42929745
6.922,51.4300826
6.923,51.43086736
6.924,51.43165173
6.925,50.43243571
6.926,48.4332193
6.927,48.43400249
6.928,48.4347853
6.929,48.43556771
6.93,48.43634973
6.931,51.43713136
6.932,48.4379126
6.933,48.43869345
6.934,48.4394739
6.935,48.44025397
6.936,48.44103365
6.937,49.44181294
6.938,48.44259184
6.939,48.44337035
6.94,50.44414847
6.941,50.4449262
6.942,48.44570354
6.943,48.44648049
6.944,50.44725706
6.945,50.44803324
6.946,49.44880903
6.947,49.44958443
6.948,48.45035944
6.949,48.45113407
